date,uci,usd_uzs,trading_volume,trading_value,log_uci,log_fx,r_uci,r_fx,zero_return_uci,zero_volume_uci,zero_value_uci,post_reform
2017-07-28,998.61,4070.38,116216,131554440.75,6.906364312035996,8.311491640171665,0.0,0.6880469898218777,1,0,0,0
2017-08-04,1000.55,4098.37,191154,11315080.0,6.908305127787573,8.318344612668472,0.19408157515767854,0.6852972496806942,0,0,0,0
2017-08-11,1002.77,4126.45,1619995,2484327560.0,6.910521449602095,8.32517275215332,0.22163218145223595,0.6828139484847284,0,0,0,0
2017-08-18,1002.71,4154.36,1525025,1752076883.7,6.910461613552853,8.331913664137906,-0.005983604924253427,0.6740911984586262,0,0,0,0
2017-08-25,999.97,4182.3,3265870,3893112648.0,6.907725278532128,8.338616613427153,-0.27363350207245674,0.6702949289246973,0,0,0,0
2017-09-01,999.0,4210.35,1550486,3464710658.0,6.906754778648554,8.345301058612796,-0.09704998835742273,0.6684445185642929,0,0,0,0
2017-09-08,994.51,8100.0,13933417,243543550.0,6.902250153547645,8.99961934066053,-0.45046251009086546,65.43182820477344,0,0,0,1
2017-09-15,995.23,8092.13,465733,853094935.4,6.902973866225107,8.99864726340822,0.07237126774617408,-0.09720772523102994,0,0,0,1
2017-09-22,995.23,8077.48,367025,600646200.0,6.902973866225107,8.99683522168197,0.0,-0.18120417262501576,1,0,0,1
2017-09-29,996.88,8066.96,71798,126172130.0,6.904630401634612,8.99553198645189,0.16565354095048335,-0.1303235230079025,0,0,0,1
2017-10-06,998.64,8060.8,1396840,929997443.0,6.906394353342796,8.994768086158292,0.17639517081837752,-0.07639002935988515,0,0,0,1
2017-10-13,990.02,8052.08,40100717,3288340708.0,6.897725144944779,8.993685722130097,-0.8669208398016437,-0.10823640281945046,0,0,0,1
2017-10-20,990.53,8058.77,7876981,51850390.4,6.8982401534134095,8.99451621839622,0.05150084686302847,0.08304962661220827,0,0,0,1
2017-10-27,990.51,8069.61,9314010,125298631.4,6.898219961998798,8.995860432958654,-0.00201914146114035,0.13442145624349422,0,0,0,1
2017-11-03,993.94,8078.12,22995,30545690.0,6.901676842661667,8.99691445117519,0.34568806628687554,0.10540182165357237,0,0,0,1
2017-11-10,994.16,8067.62,19362123,1043932940.4,6.9018981594977395,8.995613798311929,0.0221316836072738,-0.1300652863260865,0,0,0,1
2017-11-17,991.83,8069.29,33010223,2644972449.0,6.899551721631449,8.99582077722003,-0.23464378662909624,0.020697890810161823,0,0,0,1
2017-11-24,988.98,8085.11,47969658,1327319599.06,6.89667410897132,8.99777937736083,-0.2877612660128648,0.19586001407994047,0,0,0,1
2017-12-01,988.68,8095.88,9991882,1777361431.03,6.896370720115499,8.99911056928301,-0.03033888558210407,0.13311919221798973,0,0,0,1
2017-12-08,988.25,8096.33,17529646,9911535134.89,6.895935702176795,8.99916615156611,-0.0435017938704263,0.00555822830996533,0,0,0,1
2017-12-15,999.0,8093.0,18066840,1277427212.68,6.906754778648554,8.998754769495703,1.0819076471759281,-0.04113820704070292,0,0,0,1
2018-01-05,1001.7,8136.67,19537370,5079745000.0,6.909453835617718,9.00413628438698,0.2699056969164282,0.5381514891277916,0,0,0,1
2018-01-12,1001.7,8139.0,8800000,88000000.0,6.909453835617718,9.004422601327041,0.0,0.028631694006087116,1,0,0,1
2018-01-19,1001.7,8146.38,142147,24397520.0,6.909453835617718,9.005328935782263,0.0,0.09063344552213692,1,0,0,1
2018-01-26,1003.88,8163.93,1624837,111742080.0,6.911627771196011,9.007480949664657,0.21739355782930403,0.2152013882394499,0,0,0,1
2018-02-02,1003.61,8175.77,47268102,5955629235.0,6.911358778571761,9.008930180932339,-0.026899262425050807,0.14492312676814834,0,0,0,1
2018-02-09,1011.14,8186.95,5799171,210053888.0,6.918833686189138,9.010296702114609,0.7474907617377013,0.13665211822697643,0,0,0,1
2018-02-16,1013.22,8188.33,20713297,317329575.0,6.9208886573721,9.010465248851308,0.2054971182961829,0.016854673669897124,0,0,0,1
2018-02-23,1013.71,8182.73,1721770,2578376098.3,6.921372147191231,9.009781114749005,0.04834898191310444,-0.06841341023022807,0,0,0,1
2018-03-02,1017.72,8171.64,36915940,7147896701.4,6.925320110161609,9.008424902103721,0.39479629703782493,-0.13562126452839607,0,0,0,1
2018-03-09,1025.02,8163.46,4113109,3265549146.4300003,6.93246740357727,9.007423377695085,0.7147293415661338,-0.10015244086361008,0,0,0,1
2018-03-16,1021.52,8140.06,2553577,3760365343.68,6.929046993116426,9.004552829976792,-0.3420410460844181,-0.2870547718293537,0,0,0,1
2018-03-23,1021.52,8140.06,103334,516670000.0,6.929046993116426,9.004552829976792,0.0,0.0,1,0,0,1
2018-04-13,1037.14,8094.99,57972,97825593.0,6.944222203938797,8.999000630780522,1.5175210822371277,-0.5552199196269925,0,0,0,1
2018-04-20,1025.88,8077.26,18615644,3197858733.6,6.933306059826143,8.996807985093822,-1.091614411265418,-0.21926456866996347,0,0,0,1
2018-04-27,1023.82,8068.17,13722123,1836317993.3,6.931296008898118,8.995681969749487,-0.20100509280247536,-0.11260153443348742,0,0,0,1
2018-05-04,1023.73,8068.2,68088187,4235644577.0,6.931208098956913,8.995685688057879,-0.008790994120566609,0.00037183083918534976,0,0,0,1
2018-05-11,1030.46,8059.24,39408561,1495089708.25,6.937760583468464,8.994574538250857,0.6552484511550993,-0.11111498070217607,0,0,0,1
2018-05-18,1029.73,8025.83,5218918,5073749485.88,6.937051910937725,8.990420369441312,-0.07086725307390296,-0.41541688095456664,0,0,0,1
2018-05-25,1031.27,7997.95,6926132,4752837856.68,6.938546331400224,8.986940537824331,0.14944204624995905,-0.3479831616980178,0,0,0,1
2018-06-01,1033.09,7982.25,29194493,2434168492.5,6.94030959020348,8.984975605589263,0.1763258803255674,-0.19649322350687726,0,0,0,1
2018-06-08,1045.07,7944.07,56187448,8522464680.620001,6.951839147801406,8.980181017367958,1.1529557597926399,-0.4794588221304963,0,0,0,1
2018-06-15,1046.43,7909.37,241668926,10712814242.04,6.953139650016737,8.975803411572087,0.13005022153302903,-0.43776057958702097,0,0,0,1
2018-06-22,1051.62,7883.99,821122,996020535.81,6.95808711131314,8.972589399880126,0.49474612964033327,-0.3214011691961005,0,0,0,1
2018-06-29,1062.72,7871.66,63154923,6461094169.5,6.968586938188381,8.971024246742418,1.0499826875241425,-0.15651531377081085,0,0,0,1
